RA,Fase,INDE 2023,Pedra 2023,Turma,Nome Anonimizado,Data de Nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,Pedra 23,INDE 22,INDE 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Fase Ideal,Defasagem,Destaque IEG,Destaque IDA,Destaque IPV,Destaque IPV.1
RA-916,ALFA,7.3882,Ametista,ALFA H - G0/G1,Aluno-916,3/18/2014,9,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,9.7,2.52,6.25,,6.6,7.7,5.5,,,,9.005,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-917,ALFA,5.987,Quartzo,ALFA H - G0/G1,Aluno-917,12/15/2015,7,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,0.0,7.2,2.52,6.25,,7.0,5.3,8.7,,,,6.35,10.0,ALFA (1° e 2° ano),0,,,,
RA-918,ALFA,7.4967,Ametista,ALFA H - G0/G1,Aluno-918,3/19/2016,7,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,10.0,8.7,2.52,5.625,,7.7,7.1,8.3,,,,7.01,10.0,ALFA (1° e 2° ano),0,,,,
RA-919,ALFA,6.225,Agata,ALFA H - G0/G1,Aluno-919,4/16/2014,9,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,0.0,8.4,7.52,6.25,,5.3,5.5,5.0,,,,8.09,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-920,ALFA,6.9647,Agata,ALFA H - G0/G1,Aluno-920,7/20/2015,8,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,6.3,7.52,5.625,,6.1,6.0,6.2,,,,6.35,10.0,ALFA (1° e 2° ano),0,,,,
RA-921,ALFA,7.7407,Ametista,ALFA I - G2/G3,Aluno-921,4/13/2016,7,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.7,7.52,5.625,,6.3,6.5,6.0,,,,6.68,10.0,ALFA (1° e 2° ano),0,,,,
RA-922,ALFA,8.5262,Topázio,ALFA I - G2/G3,Aluno-922,2014-03-12 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.5,9.7,3.14,7.5,,8.4,8.5,8.2,,,,10.01,10.0,ALFA (1° e 2° ano),0,,,,
RA-715,ALFA,5.8915,Quartzo,ALFA I - G2/G3,Aluno-715,2013-12-08 00:00:00,1900-01-10 00:00:00,Feminino,2022,Pública,,,Ágata,,6.656,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,9.5,3.14,5.625,,5.4,4.5,6.3,,,,7.675,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-822,ALFA,6.4497,Agata,ALFA I - G2/G3,Aluno-822,2012-03-02 00:00:00,1900-01-11 00:00:00,Masculino,2022,Pública,,,Ágata,,6.922,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.5,8.4,2.52,5.625,,7.1,8.0,6.2,,,,5.925,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-923,ALFA,8.8842,Topázio,ALFA I - G2/G3,Aluno-923,2015-01-04 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.9,7.52,7.5,,7.3,7.5,7.0,,,,10.01,10.0,ALFA (1° e 2° ano),0,,,,
RA-742,ALFA,7.024,Ametista,ALFA I - G2/G3,Aluno-742,8/15/2013,10,Feminino,2022,Pública,,,Ametista,,7.097,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,7.6,7.52,7.5,,7.5,6.2,8.8,,,,10.01,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-924,ALFA,6.5207,Agata,ALFA I - G2/G3,Aluno-924,2015-02-08 00:00:00,1900-01-08 00:00:00,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,5.6,7.52,5.625,,5.0,5.0,5.0,,,,5.93,10.0,ALFA (1° e 2° ano),0,,,,
RA-925,ALFA,7.1837,Ametista,ALFA I - G2/G3,Aluno-925,2015-01-12 00:00:00,1900-01-07 00:00:00,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,8.9,7.52,5.625,,5.4,5.2,5.5,,,,5.595,10.0,ALFA (1° e 2° ano),0,,,,
RA-853,ALFA,7.8402,Ametista,ALFA J - G2/G3,Aluno-853,7/19/2014,9,Feminino,2022,Pública,,,Topázio,,8.616,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.5,3.77,6.25,,7.4,7.2,7.5,,,,9.84,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-854,ALFA,6.6415,Agata,ALFA J - G2/G3,Aluno-854,2014-08-11 00:00:00,1900-01-08 00:00:00,Feminino,2022,Pública,,,Topázio,,8.098,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,9.5,3.77,5.625,,6.0,7.5,4.5,,,,8.01,10.0,ALFA (1° e 2° ano),0,,,,
RA-700,ALFA,8.2852,Topázio,ALFA J - G2/G3,Aluno-700,10/29/2013,9,Feminino,2022,Pública,,,Ametista,,7.738,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.7,7.52,6.25,,7.8,7.5,8.0,,,,9.84,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-701,ALFA,7.3982,Ametista,ALFA J - G2/G3,Aluno-701,2012-10-09 00:00:00,1900-01-11 00:00:00,Masculino,2021,Pública,,Ametista,Ametista,,7.755,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.9,3.77,6.25,,7.2,7.3,7.0,,,,7.68,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-856,ALFA,7.3355,Ametista,ALFA J - G2/G3,Aluno-856,2015-07-02 00:00:00,1900-01-08 00:00:00,Masculino,2022,Pública,,,Topázio,,8.398,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,9.6,7.52,5.625,,7.3,7.5,7.0,,,,8.255,10.0,ALFA (1° e 2° ano),0,,,,
RA-672,ALFA,6.5623,Agata,ALFA J - G2/G3,Aluno-672,8/26/2013,10,Feminino,2021,Pública,,Ametista,Ametista,,7.48,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,7.9,9.5,2.52,5.625,,6.4,6.0,6.7,,,,6.43,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-859,ALFA,8.6042,Topázio,ALFA J - G2/G3,Aluno-859,3/20/2015,8,Feminino,2022,Pública,,,Topázio,,8.325,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.0,9.2,7.52,7.5,,7.3,6.8,7.8,,,,10.01,10.0,ALFA (1° e 2° ano),0,,,,
RA-704,ALFA,6.8297,Agata,ALFA J - G2/G3,Aluno-704,2012-11-08 00:00:00,1900-01-11 00:00:00,Masculino,2022,Pública,,,Ágata,,6.741,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.9,3.14,5.625,,6.1,6.5,5.7,,,,6.265,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-741,ALFA,6.2707,Agata,ALFA J - G2/G3,Aluno-741,9/24/2012,11,Feminino,2022,Pública,,,Ágata,,6.896,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,6.9,4.39,5.625,,5.1,4.2,6.0,,,,7.095,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-719,ALFA,6.4137,Agata,ALFA J - G2/G3,Aluno-719,2012-03-10 00:00:00,1900-01-11 00:00:00,Masculino,2021,Pública,,Quartzo,Quartzo,,5.552,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,5.3,7.52,5.625,,5.9,7.0,4.7,,,,7.095,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-926,ALFA,7.7792,Ametista,ALFA J - G2/G3,Aluno-926,6/15/2014,9,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,10.0,3.77,7.5,,6.8,6.5,7.0,,,,9.51,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-927,ALFA,7.5982,Ametista,ALFA J - G2/G3,Aluno-927,2014-11-06 00:00:00,1900-01-09 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.7,3.77,7.5,,6.4,7.0,5.8,,,,9.255,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-928,ALFA,9.3712,Topázio,ALFA K - G0/G1,Aluno-928,4/14/2015,8,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,8.5,10.0,7.52,8.75,,9.8,9.8,9.8,,,,9.67,10.0,ALFA (1° e 2° ano),0,,,,
RA-929,ALFA,9.1312,Topázio,ALFA K - G0/G1,Aluno-929,10/22/2015,8,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,8.5,9.8,7.52,8.75,,8.8,8.7,8.9,,,,9.67,10.0,ALFA (1° e 2° ano),0,,,,
RA-930,ALFA,8.8872,Topázio,ALFA K - G0/G1,Aluno-930,10/13/2015,8,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,8.8,7.52,8.75,,9.0,8.7,9.3,,,,9.0,10.0,ALFA (1° e 2° ano),0,,,,
RA-931,ALFA,7.3747,Ametista,ALFA K - G0/G1,Aluno-931,2015-08-04 00:00:00,1900-01-08 00:00:00,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,8.5,8.2,2.52,5.625,,7.8,7.0,8.5,,,,7.6,10.0,ALFA (1° e 2° ano),0,,,,
RA-932,ALFA,8.3847,Topázio,ALFA K - G0/G1,Aluno-932,12/22/2015,7,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,7.9,7.52,8.125,,7.5,6.5,8.4,,,,9.0,10.0,ALFA (1° e 2° ano),0,,,,
RA-933,ALFA,8.6712,Topázio,ALFA K - G0/G1,Aluno-933,9/26/2015,8,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,8.4,7.52,8.75,,7.7,8.0,7.3,,,,9.67,10.0,ALFA (1° e 2° ano),0,,,,
RA-934,ALFA,9.1737,Topázio,ALFA K - G0/G1,Aluno-934,9/15/2015,8,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,9.6,7.52,9.375,,8.7,8.3,9.0,,,,9.67,10.0,ALFA (1° e 2° ano),0,,,,
RA-935,ALFA,7.9535,Ametista,ALFA K - G0/G1,Aluno-935,9/23/2014,9,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,0.0,9.8,7.52,9.375,,9.4,9.2,9.5,,,,9.67,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-936,ALFA,8.5477,Topázio,ALFA K - G0/G1,Aluno-936,2015-11-08 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,10.0,7.52,8.125,,6.5,5.0,8.0,,,,8.915,10.0,ALFA (1° e 2° ano),0,,,,
RA-937,ALFA,9.3237,Topázio,ALFA K - G0/G1,Aluno-937,2015-03-03 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,9.6,7.52,9.375,,9.2,9.0,9.3,,,,9.67,10.0,ALFA (1° e 2° ano),0,,,,
RA-756,ALFA,7.0927,Ametista,ALFA K - G0/G1,Aluno-756,2013-09-09 00:00:00,1900-01-10 00:00:00,Masculino,2022,Pública,,,Ágata,,6.976,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,10.0,8.7,7.52,5.625,,6.1,5.4,6.8,,,,6.59,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-938,ALFA,6.7372,Agata,ALFA K - G0/G1,Aluno-938,2014-01-06 00:00:00,1900-01-09 00:00:00,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,8.5,8.4,7.52,6.25,,4.2,0.0,8.3,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-939,ALFA,7.9742,Ametista,ALFA L - G2/G3,Aluno-939,2012-04-10 00:00:00,1900-01-11 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,10.0,7.52,7.5,,5.4,5.0,5.7,,,,10.01,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-789,ALFA,7.974,Ametista,ALFA L - G2/G3,Aluno-789,1/14/2015,8,Feminino,2022,Pública,,,Ametista,,7.405,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,9.5,7.52,7.5,,7.9,8.5,7.2,,,,10.01,10.0,ALFA (1° e 2° ano),0,,,,
RA-792,ALFA,7.6267,Ametista,ALFA L - G2/G3,Aluno-792,3/19/2013,10,Feminino,2022,Pública,,,Ágata,,7.025,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,7.7,7.52,6.875,,7.2,6.8,7.5,,,,9.085,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-940,ALFA,6.6112,Agata,ALFA L - G2/G3,Aluno-940,2012-03-07 00:00:00,1900-01-11 00:00:00,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,8.4,2.52,6.25,,6.3,6.8,5.7,,,,7.02,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-941,ALFA,7.6872,Ametista,ALFA L - G2/G3,Aluno-941,2015-02-03 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.0,10.0,7.52,5.0,,5.0,5.0,5.0,,,,8.175,10.0,ALFA (1° e 2° ano),0,,,,
RA-942,ALFA,6.8547,Agata,ALFA L - G2/G3,Aluno-942,4/14/2013,10,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,8.9,2.52,5.625,,7.1,7.3,6.8,,,,7.0,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-943,ALFA,8.9172,Topázio,ALFA L - G2/G3,Aluno-943,2015-12-01 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.4,7.52,7.5,,8.0,8.0,8.0,,,,9.925,10.0,ALFA (1° e 2° ano),0,,,,
RA-782,ALFA,7.6812,Ametista,ALFA L - G2/G3,Aluno-782,7/31/2014,9,Masculino,2022,Pública,,,Ametista,,7.485,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.5,9.8,2.52,7.5,,7.5,8.3,6.7,,,,9.345,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-768,ALFA,8.4042,Topázio,ALFA L - G2/G3,Aluno-768,2012-07-09 00:00:00,1900-01-11 00:00:00,Feminino,2021,Pública,,Ametista,Ametista,,7.646,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.1,7.52,7.5,,7.9,8.0,7.8,,,,10.01,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-794,ALFA,7.9842,Ametista,ALFA L - G2/G3,Aluno-794,2014-08-10 00:00:00,1900-01-09 00:00:00,Feminino,2022,Pública,,,Ametista,,7.335,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.2,7.52,7.5,,6.2,5.2,7.2,,,,10.01,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-795,ALFA,8.4642,Topázio,ALFA L - G2/G3,Aluno-795,2/17/2014,9,Feminino,2022,Pública,,,Topázio,,8.064,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.6,7.52,7.5,,8.2,8.7,7.7,,,,10.01,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-944,ALFA,7.0687,Ametista,ALFA M - G0/G1,Aluno-944,1/20/2014,9,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,7.6,7.52,5.625,,7.5,9.2,5.8,,,,6.67,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-945,ALFA,8.0777,Topázio,ALFA M - G0/G1,Aluno-945,2015-02-04 00:00:00,1900-01-08 00:00:00,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,8.5,9.2,7.52,6.875,,7.9,8.0,7.8,,,,6.84,10.0,ALFA (1° e 2° ano),0,,,,
RA-946,ALFA,8.5822,Topázio,ALFA M - G0/G1,Aluno-946,2016-11-01 00:00:00,1900-01-07 00:00:00,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,9.4,7.52,7.5,,9.3,9.0,9.5,,,,7.0,10.0,ALFA (1° e 2° ano),0,,,,
RA-754,ALFA,6.0537,Agata,ALFA M - G0/G1,Aluno-754,2013-05-09 00:00:00,1900-01-10 00:00:00,Masculino,2022,Pública,,,Ágata,,6.602,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,6.1,2.52,6.875,,5.6,5.7,5.4,,,,6.67,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-947,ALFA,6.3457,Agata,ALFA M - G0/G1,Aluno-947,2015-02-03 00:00:00,1900-01-08 00:00:00,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,7.9,7.52,4.375,,3.3,1.7,4.9,,,,5.08,10.0,ALFA (1° e 2° ano),0,,,,
RA-948,ALFA,6.5277,Agata,ALFA M - G0/G1,Aluno-948,4/26/2015,8,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,7.6,7.52,6.875,,0.0,0.0,0.0,,,,8.34,10.0,ALFA (1° e 2° ano),0,,,,
RA-949,ALFA,8.0172,Topázio,ALFA M - G0/G1,Aluno-949,2015-03-08 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,8.1,7.52,6.25,,8.9,9.1,8.6,,,,6.5,10.0,ALFA (1° e 2° ano),0,,,,
RA-950,ALFA,8.8862,Topázio,ALFA M - G0/G1,Aluno-950,11/17/2014,8,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.0,10.0,7.52,7.5,,9.3,9.5,9.0,,,,8.17,10.0,ALFA (1° e 2° ano),0,,,,
RA-773,ALFA,6.9287,Agata,ALFA M - G0/G1,Aluno-773,12/31/2013,9,Feminino,2022,Pública,,,Ágata,,6.922,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,10.0,7.5,2.52,5.625,,7.9,8.0,7.8,,,,7.67,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-951,ALFA,8.8902,Topázio,ALFA M - G0/G1,Aluno-951,5/23/2016,7,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-3,,,,,,9.5,9.7,7.52,7.5,,8.4,8.5,8.3,,,,9.09,10.0,ALFA (1° e 2° ano),0,,,,
RA-769,ALFA,7.85345,Ametista,ALFA N - G2/G3,Aluno-769,8/23/2013,10,Feminino,2022,Pública,,,Ametista,,7.598,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,10.0,9.3,3.77,7.8125,,8.0,8.2,7.8,,,,8.675,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-952,ALFA,8.37095,Topázio,ALFA N - G2/G3,Aluno-952,9/22/2015,8,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,9.5,9.2,3.77,7.1875,,9.0,8.8,9.2,,,,8.425,10.0,ALFA (1° e 2° ano),0,,,,
RA-826,ALFA,7.77645,Ametista,ALFA N - G2/G3,Aluno-826,2014-06-03 00:00:00,1900-01-09 00:00:00,Masculino,2022,Pública,,,Ametista,,7.776,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,10.0,10.0,3.77,7.8125,,7.3,7.0,7.5,,,,8.34,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-953,ALFA,7.54005,Ametista,ALFA N - G2/G3,Aluno-953,2015-04-02 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,7.4,8.8,3.14,6.5625,,8.3,8.5,8.0,,,,7.09,10.0,ALFA (1° e 2° ano),0,,,,
RA-954,ALFA,6.82375,Agata,ALFA N - G2/G3,Aluno-954,4/13/2015,8,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,0.0,8.3,3.14,7.1875,,7.7,7.8,7.5,,,,8.005,10.0,ALFA (1° e 2° ano),0,,,,
RA-780,ALFA,7.7842,Ametista,ALFA N - G2/G3,Aluno-780,8/22/2013,10,Feminino,2022,Pública,,,Ágata,,6.955,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,9.5,8.8,3.14,8.75,,8.3,8.0,8.5,,,,8.675,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-955,ALFA,7.1297,Ametista,ALFA N - G2/G3,Aluno-955,4/28/2013,10,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,9.0,8.8,3.14,6.875,,7.8,8.0,7.5,,,,7.09,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-831,ALFA,7.71645,Ametista,ALFA N - G2/G3,Aluno-831,12/19/2013,9,Masculino,2022,Pública,,,Ametista,,7.41,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,8.0,9.4,3.77,7.8125,,8.3,8.8,7.8,,,,8.59,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-783,ALFA,7.2922,Ametista,ALFA N - G2/G3,Aluno-783,2014-12-04 00:00:00,1900-01-09 00:00:00,Masculino,2021,Pública,,Ametista,Ágata,,6.996,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,9.5,6.8,3.77,7.5,,8.9,9.0,8.7,,,,7.925,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-774,ALFA,5.852,Quartzo,ALFA N - G2/G3,Aluno-774,2014-09-09 00:00:00,1900-01-09 00:00:00,Feminino,2022,Pública,,,Ametista,,7.587,,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,0.0,9.5,3.14,5.0,,6.9,7.7,6.0,,,,6.34,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-748,ALFA,8.7142,Topázio,ALFA O - G2/G3,Aluno-748,2013-08-06 00:00:00,1900-01-10 00:00:00,Masculino,2022,Pública,,,Topázio,,8.084,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.5,9.7,7.52,7.5,,9.1,9.0,9.2,,,,10.01,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-749,ALFA,7.7597,Ametista,ALFA O - G2/G3,Aluno-749,12/23/2013,9,Masculino,2022,Pública,,,Ametista,,7.484,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.0,7.52,5.625,,7.3,7.3,7.3,,,,8.425,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-956,ALFA,7.7312,Ametista,ALFA O - G2/G3,Aluno-956,10/18/2012,11,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.0,7.5,7.52,7.5,,7.8,7.8,7.8,,,,9.345,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-787,ALFA,7.5227,Ametista,ALFA O - G2/G3,Aluno-787,2014-01-08 00:00:00,1900-01-09 00:00:00,Masculino,2022,Pública,,,Ametista,,7.205,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.8,7.52,5.625,,5.9,6.0,5.8,,,,8.34,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-957,ALFA,9.1672,Topázio,ALFA O - G2/G3,Aluno-957,2014-01-12 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.3,7.52,7.5,,9.1,9.0,9.2,,,,9.925,10.0,ALFA (1° e 2° ano),0,,,,
RA-753,ALFA,8.6672,Topázio,ALFA O - G2/G3,Aluno-753,2014-11-06 00:00:00,1900-01-09 00:00:00,Feminino,2022,Pública,,,Topázio,,8.481,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.9,7.52,7.5,,9.0,9.0,9.0,,,,9.925,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-958,ALFA,9.2902,Topázio,ALFA O - G2/G3,Aluno-958,2015-11-03 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.8,7.52,7.5,,9.3,9.3,9.3,,,,9.84,10.0,ALFA (1° e 2° ano),0,,,,
RA-755,ALFA,8.7442,Topázio,ALFA O - G2/G3,Aluno-755,3/22/2014,9,Masculino,2022,Pública,,,Topázio,,8.566,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.5,7.52,7.5,,9.2,9.2,9.2,,,,10.01,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-763,ALFA,6.7215,Agata,ALFA O - G2/G3,Aluno-763,12/19/2012,10,Feminino,2021,Pública,,Ágata,Ametista,,7.402,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,9.2,3.14,6.875,,7.9,7.8,8.0,,,,9.0,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-757,ALFA,8.6742,Topázio,ALFA O - G2/G3,Aluno-757,2/28/2013,10,Feminino,2022,Pública,,,Topázio,,8.26,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,9.0,9.6,7.52,7.5,,9.3,9.5,9.0,,,,10.01,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-959,ALFA,8.6677,Topázio,ALFA O - G2/G3,Aluno-959,8/17/2015,8,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,10.0,9.6,7.52,6.875,,7.7,7.7,7.7,,,,8.84,10.0,ALFA (1° e 2° ano),0,,,,
RA-960,ALFA,7.0847,Ametista,ALFA O - G2/G3,Aluno-960,5/17/2013,10,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,8.5,10.0,7.52,5.625,,6.3,6.5,6.0,,,,5.85,5.0,Fase 2 (5° e 6° ano),-2,,,,
RA-961,ALFA,5.99625,Quartzo,ALFA O - G2/G3,Aluno-961,1/21/2014,9,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-13,,Avaliador-3,,,,,,0.0,8.7,2.52,5.3125,,6.2,6.2,6.2,,,,8.665,5.0,Fase 1 (3° e 4° ano),-1,,,,
